Id,BirthYear,DeathYear,Age,Group
Bong2553,1789,1832,43,N_family
Bong2684,1789,1860,71,N_family
Bong2689,1789,1815,26,N_family
Buk1228,1789,1859,70,N_family
Ko374,1789,1853,64,N_family
Ko518,1789,1845,56,N_family
Ko539,1789,1840,51,N_family
Ko719,1789,1865,76,N_family
Bong1313,1790,1833,43,N_family
Bong1850,1790,1840,50,N_family
Bong1914,1790,1837,47,N_family
Bong2562,1790,1876,86,N_family
Buk813,1790,1849,59,N_family
Ko502,1790,1814,24,N_family
Ko684,1790,1861,71,N_family
Bong1227,1791,1820,29,N_family
Ko376,1791,1851,60,N_family
Ko669,1791,1814,23,N_family
Bong2491,1792,1841,49,N_family
Bong2576,1792,1833,41,N_family
Bong2697,1792,1842,50,N_family
Buk958,1792,1866,74,N_family
Buk1407,1792,1840,48,N_family
Ko486,1792,1820,28,N_family
Ko541,1792,1864,72,N_family
Ko666,1792,1850,58,N_family
Bong1214,1793,1863,70,N_family
Bong1273,1793,1824,31,N_family
Bong1618,1793,1864,71,N_family
Bong2040,1793,1836,43,N_family
Bong2464,1793,1832,39,N_family
Bong2478,1793,1851,58,N_family
Bong2733,1793,1847,54,N_family
Ko646,1793,1859,66,N_family
Bong1386,1794,1855,61,N_family
Bong2293,1794,1834,40,N_family
Bong3207,1794,1863,69,N_family
Bong1045,1795,1838,43,N_family
Bong2052,1795,1843,48,N_family
Bong2586,1795,1840,45,N_family
Bong2636,1795,1845,50,N_family
Buk618,1795,1836,41,N_family
Ko504,1795,1831,36,N_family
Bong1387,1796,1863,67,N_family
Bong1410,1796,1889,93,N_family
Bong2644,1796,1836,40,N_family
Buk685,1796,1823,27,N_family
Buk1218,1796,1826,30,N_family
Ko552,1796,1869,73,N_family
Bong1299,1797,1842,45,N_family
Bong1414,1797,1859,62,N_family
Bong1932,1797,1841,44,N_family
Bong2317,1797,1853,56,N_family
Bong2599,1797,1848,51,N_family
Bong2857,1797,1843,46,N_family
Buk860,1797,1833,36,N_family
Buk1629,1797,1863,66,N_family
Ko456,1797,1861,64,N_family
Ko647,1797,1818,21,N_family
Bong1250,1798,1851,53,N_family
Bong1782,1798,1827,29,N_family
Bong1835,1798,1848,50,N_family
Bong1851,1798,1848,50,N_family
Bong1876,1798,1845,47,N_family
Bong1991,1798,1862,64,N_family
Bong2698,1798,1854,56,N_family
Bong2922,1798,1821,23,N_family
Ko652,1798,1861,63,N_family
Ko739,1798,1828,30,N_family
Ko757,1798,1873,75,N_family
Bong2287,1799,1847,48,N_family
Buk1283,1799,1833,34,N_family
Ko457,1799,1877,78,N_family
Ko460,1799,1828,29,N_family
Bong1964,1800,1853,53,N_family
Bong1986,1800,1848,48,N_family
Bong2089,1800,1851,51,N_family
Bong2116,1800,1862,62,N_family
Buk1414,1800,1861,61,N_family
Ko475,1800,1858,58,N_family
Ko607,1800,1857,57,N_family
Ko648,1800,1844,44,N_family
Ko685,1800,1827,27,N_family
Bong2524,1801,1869,68,N_family
Bong2812,1801,1843,42,N_family
Bong3145,1801,1839,38,N_family
Buk560,1801,1833,32,N_family
Buk891,1801,1839,38,N_family
Ko488,1801,1820,19,N_family
Bong1849,1802,1834,32,N_family
Bong1891,1802,1876,74,N_family
Bong2142,1802,1864,62,N_family
Bong2936,1802,1871,69,N_family
Bong1744,1803,1873,70,N_family
Bong1928,1803,1824,21,N_family
Bong3020,1803,1884,81,N_family
Buk787,1803,1832,29,N_family
Ko580,1803,1883,80,N_family
Bong1244,1804,1848,44,N_family
Bong1756,1804,1872,68,N_family
Bong2381,1804,1868,64,N_family
Bong2538,1804,1853,49,N_family
Bong2831,1804,1868,64,N_family
Ko676,1804,1877,73,N_family
Ko691,1804,1829,25,N_family
Ko753,1804,1826,22,N_family
Bong1346,1805,1855,50,N_family
Bong2150,1805,1859,54,N_family
Bong2531,1805,1847,42,N_family
Bong2959,1805,1831,26,N_family
Bong2982,1805,1865,60,N_family
Bong3041,1805,1885,80,N_family
Buk660,1805,1868,63,N_family
Buk913,1805,1839,34,N_family
Ko523,1805,1868,63,N_family
Bong1231,1806,1878,72,N_family
Bong1734,1806,1843,37,N_family
Bong2195,1806,1861,55,N_family
Buk894,1806,1821,15,N_family
Ko568,1806,1870,64,N_family
Ko692,1806,1870,64,N_family
Bong2041,1807,1850,43,N_family
Bong2608,1807,1836,29,N_family
Buk1018,1807,1867,60,N_family
Ko656,1807,1862,55,N_family
Ko677,1807,1877,70,N_family
Bong1171,1808,1846,38,N_family
Bong1253,1808,1849,41,N_family
Bong1310,1808,1835,27,N_family
Bong1604,1808,1848,40,N_family
Bong1871,1808,1856,48,N_family
Bong2176,1808,1846,38,N_family
Bong2554,1808,1851,43,N_family
Bong2883,1808,1847,39,N_family
Bong2989,1808,1868,60,N_family
Bong3131,1808,1872,64,N_family
Ko686,1808,1841,33,N_family
Ko743,1808,1868,60,N_family
Ko867,1808,1850,42,N_family
Bong2472,1809,1870,61,N_family
Bong3132,1809,1873,64,N_family
Buk1408,1809,1840,31,N_family
Ko634,1809,1870,61,N_family
Ko653,1809,1848,39,N_family
Ko696,1809,1874,65,N_family
Ko728,1809,1858,49,N_family
Bong1326,1810,1837,27,N_family
Bong1368,1810,1872,62,N_family
Bong1838,1810,1875,65,N_family
Bong1972,1810,1846,36,N_family
Bong2053,1810,1858,48,N_family
Bong2777,1810,1859,49,N_family
Buk579,1810,1871,61,N_family
Buk758,1810,1861,51,N_family
Buk1419,1810,1834,24,N_family
Ko678,1810,1878,68,N_family
Ko875,1810,1872,62,N_family
Bong1006,1811,1891,80,N_family
Bong1689,1811,1854,43,N_family
Bong2025,1811,1867,56,N_family
Bong2475,1811,1859,48,N_family
Bong3019,1811,1878,67,N_family
Buk699,1811,1862,51,N_family
Buk973,1811,1868,57,N_family
Bong935,1812,1857,45,N_family
Bong2173,1812,1867,55,N_family
Bong2269,1812,1842,30,N_family
Bong2764,1812,1860,48,N_family
Buk1031,1812,1830,18,N_family
Buk1229,1812,1836,24,N_family
Ko707,1812,1877,65,N_family
Bong1844,1813,1859,46,N_family
Bong2278,1813,1860,47,N_family
Ko679,1813,1876,63,N_family
Ko721,1813,1878,65,N_family
Ko749,1813,1869,56,N_family
Ko771,1813,1878,65,N_family
Bong1164,1814,1883,69,N_family
Bong1332,1814,1850,36,N_family
Bong2835,1814,1854,40,N_family
Bong2991,1814,1891,77,N_family
Buk997,1814,1882,68,N_family
Ko609,1814,1873,59,N_family
Ko758,1814,1857,43,N_family
Ko881,1814,1882,68,N_family
Ko917,1814,1862,48,N_family
Bong2493,1815,1874,59,N_family
Buk619,1815,1907,92,N_family
Ko630,1815,1876,61,N_family
Bong1787,1816,1893,77,N_family
Bong2295,1816,1878,62,N_family
Bong2482,1816,1885,69,N_family
Buk700,1816,1861,45,N_family
Buk879,1816,1857,41,N_family
Buk939,1816,1863,47,N_family
Buk1296,1816,1877,61,N_family
Buk1482,1816,1866,50,N_family
Ko773,1816,1845,29,N_family
Ko868,1816,1872,56,N_family
Bong1265,1817,1886,69,N_family
Bong2033,1817,1867,50,N_family
Bong2103,1817,1888,71,N_family
Bong2347,1817,1882,65,N_family
Bong2373,1817,1887,70,N_family
Bong2685,1817,1889,72,N_family
Bong3058,1817,1869,52,N_family
Ko701,1817,1889,72,N_family
Bong1145,1818,1907,89,N_family
Bong2316,1818,1849,31,N_family
Bong2799,1818,1903,85,N_family
Bong3039,1818,1891,73,N_family
Bong3094,1818,1898,80,N_family
Buk686,1818,1860,42,N_family
Buk1313,1818,1866,48,N_family
Ko637,1818,1890,72,N_family
Ko688,1818,1876,58,N_family
Ko733,1818,1886,68,N_family
Ko759,1818,1868,50,N_family
Bong1413,1819,1880,61,N_family
Bong1670,1819,1858,39,N_family
Bong2208,1819,1890,71,N_family
Bong2237,1819,1868,49,N_family
Bong2623,1819,1875,56,N_family
Bong2917,1819,1907,88,N_family
Bong2935,1819,1886,67,N_family
Buk957,1819,1863,44,N_family
Buk1527,1819,1858,39,N_family
Ko631,1819,1891,72,N_family
Bong1046,1820,1878,58,N_family
Bong1388,1820,1890,70,N_family
Bong1405,1820,1866,46,N_family
Bong2451,1820,1851,31,N_family
Buk1322,1820,1872,52,N_family
Buk1388,1820,1888,68,N_family
Ko645,1820,1910,90,N_family
Bong1596,1821,1871,50,N_family
Bong1829,1821,1912,91,N_family
Bong1960,1821,1860,39,N_family
Bong2113,1821,1877,56,N_family
Bong2157,1821,1881,60,N_family
Bong2270,1821,1868,47,N_family
Bong2495,1821,1886,65,N_family
Bong2501,1821,1883,62,N_family
Bong3143,1821,1853,32,N_family
Buk562,1821,1861,40,N_family
Buk923,1821,1863,42,N_family
Buk967,1821,1851,30,N_family
Buk1003,1821,1894,73,N_family
Ko723,1821,1877,56,N_family
Ko850,1821,1890,69,N_family
Bong1122,1822,1881,59,N_family
Bong1152,1822,1858,36,N_family
Bong1254,1822,1873,51,N_family
Bong1393,1822,1884,62,N_family
Bong1916,1822,1889,67,N_family
Bong1982,1822,1841,19,N_family
Bong1990,1822,1884,62,N_family
Bong2187,1822,1905,83,N_family
Bong2516,1822,1869,47,N_family
Bong3111,1822,1897,75,N_family
Bong3208,1822,1894,72,N_family
Buk768,1822,1893,71,N_family
Buk1430,1822,1909,87,N_family
Ko697,1822,1850,28,N_family
Ko744,1822,1862,40,N_family
Ko845,1822,1870,48,N_family
Ko872,1822,1877,55,N_family
Ko892,1822,1862,40,N_family
Bong1601,1823,1884,61,N_family
Bong1608,1823,1906,83,N_family
Bong2315,1823,1847,24,N_family
Bong2544,1823,1863,40,N_family
Bong3188,1823,1891,68,N_family
Buk1231,1823,1857,34,N_family
Ko754,1823,1884,61,N_family
Ko952,1823,1892,69,N_family
Bong1406,1824,1876,52,N_family
Bong1743,1824,1887,63,N_family
Bong1946,1824,1874,50,N_family
Bong1959,1824,1859,35,N_family
Bong2144,1824,1904,80,N_family
Bong2326,1824,1877,53,N_family
Bong2690,1824,1864,40,N_family
Bong2923,1824,1863,39,N_family
Buk620,1824,1875,51,N_family
Buk1323,1824,1894,70,N_family
Buk1528,1824,1874,50,N_family
Ko614,1824,1860,36,N_family
Ko734,1824,1874,50,N_family
Ko869,1824,1871,47,N_family
Bong1301,1825,1886,61,N_family
Bong1619,1825,1905,80,N_family
Bong1621,1825,1867,42,N_family
Bong1754,1825,1842,17,N_family
Bong1785,1825,1877,52,N_family
Bong1878,1825,1878,53,N_family
Bong2054,1825,1873,48,N_family
Bong2186,1825,1897,72,N_family
Bong2380,1825,1885,60,N_family
Bong2694,1825,1861,36,N_family
Bong2969,1825,1876,51,N_family
Buk862,1825,1878,53,N_family
Buk1365,1825,1876,51,N_family
Buk1410,1825,1909,84,N_family
Ko554,1825,1845,20,N_family
Ko698,1825,1877,52,N_family
Ko848,1825,1869,44,N_family
Bong1805,1826,1867,41,N_family
Bong2159,1826,1910,84,N_family
Bong2296,1826,1904,78,N_family
Bong2360,1826,1883,57,N_family
Bong2588,1826,1896,70,N_family
Buk721,1826,1892,66,N_family
Buk1334,1826,1847,21,N_family
Bong1067,1827,1888,61,N_family
Bong1267,1827,1864,37,N_family
Bong1377,1827,1901,74,N_family
Bong1985,1827,1863,36,N_family
Bong2669,1827,1889,62,N_family
Bong2961,1827,1896,69,N_family
Bong3059,1827,1906,79,N_family
Buk652,1827,1889,62,N_family
Buk677,1827,1882,55,N_family
Buk750,1827,1876,49,N_family
Buk915,1827,1886,59,N_family
Ko599,1827,1853,26,N_family
Ko615,1827,1894,67,N_family
Ko836,1827,1903,76,N_family
Ko883,1827,1878,51,N_family
Bong2325,1828,1859,31,N_family
Bong2601,1828,1904,76,N_family
Bong2844,1828,1876,48,N_family
Buk586,1828,1896,68,N_family
Buk638,1828,1860,32,N_family
Buk665,1828,1911,83,N_family
Buk788,1828,1869,41,N_family
Ko590,1828,1872,44,N_family
Ko616,1828,1897,69,N_family
Ko702,1828,1882,54,N_family
Ko900,1828,1877,49,N_family
Ko1061,1828,1910,82,N_family
Bong1028,1829,1886,57,N_family
Bong1228,1829,1876,47,N_family
Bong2123,1829,1886,57,N_family
Bong2667,1829,1857,28,N_family
Bong2741,1829,1847,18,N_family
Bong2952,1829,1901,72,N_family
Buk974,1829,1854,25,N_family
Ko593,1829,1854,25,N_family
Ko830,1829,1893,64,N_family
Bong1256,1830,1896,66,N_family
Bong1501,1830,1918,88,N_family
Bong1834,1830,1853,23,N_family
Buk796,1830,1888,58,N_family
Ko846,1830,1870,40,N_family
Bong1291,1831,1881,50,N_family
Bong1716,1831,1873,42,N_family
Bong1852,1831,1886,55,N_family
Bong1933,1831,1884,53,N_family
Bong2143,1831,1895,64,N_family
Bong2257,1831,1861,30,N_family
Bong2286,1831,1869,38,N_family
Bong2334,1831,1877,46,N_family
Buk1271,1831,1905,74,N_family
Bong1101,1832,1917,85,N_family
Bong1396,1832,1914,82,N_family
Buk712,1832,1893,61,N_family
Buk1496,1832,1898,66,N_family
Ko762,1832,1891,59,N_family
Ko884,1832,1877,45,N_family
Bong2393,1833,1883,50,N_family
Bong2609,1833,1883,50,N_family
Ko479,1833,1895,62,N_family
Bong1856,1834,1900,66,N_family
Bong2018,1834,1894,60,N_family
Bong2043,1834,1883,49,N_family
Bong2133,1834,1886,52,N_family
Bong2172,1834,1886,52,N_family
Ko798,1834,1880,46,N_family
Ko853,1834,1876,42,N_family
Bong1399,1835,1900,65,N_family
Bong1765,1835,1875,40,N_family
Bong2539,1835,1884,49,N_family
Bong3015,1835,1902,67,N_family
Ko480,1835,1878,43,N_family
Ko591,1835,1892,57,N_family
Ko736,1835,1873,38,N_family
Ko764,1835,1867,32,N_family
Bong1065,1836,1883,47,N_family
Bong1263,1836,1857,21,N_family
Bong1814,1836,1883,47,N_family
Bong1983,1836,1859,23,N_family
Buk1195,1836,1856,20,N_family
Ko826,1836,1875,39,N_family
Ko940,1836,1880,44,N_family
Bong1306,1837,1902,65,N_family
Bong1676,1837,1881,44,N_family
Bong1973,1837,1896,59,N_family
Bong2151,1837,1919,82,N_family
Bong2171,1837,1886,49,N_family
Ko849,1837,1887,50,N_family
Bong1127,1838,1861,23,N_family
Bong1163,1838,1877,39,N_family
Bong1599,1838,1894,56,N_family
Bong1989,1838,1896,58,N_family
Bong2134,1838,1896,58,N_family
Bong2166,1838,1875,37,N_family
Bong2392,1838,1876,38,N_family
Buk1297,1838,1911,73,N_family
Ko525,1838,1907,69,N_family
Ko755,1838,1899,61,N_family
Ko895,1838,1908,70,N_family
Ko955,1838,1902,64,N_family
Bong1099,1839,1908,69,N_family
Bong1461,1839,1886,47,N_family
Bong1958,1839,1889,50,N_family
Buk815,1839,1904,65,N_family
Buk1033,1839,1884,45,N_family
Ko897,1839,1877,38,N_family
Bong1314,1840,1889,49,N_family
Bong1699,1840,1911,71,N_family
Bong2790,1840,1893,53,N_family
Buk1432,1840,1871,31,N_family
Ko1085,1840,1895,55,N_family
Bong1144,1841,1873,32,N_family
Bong1470,1841,1881,40,N_family
Bong1733,1841,1865,24,N_family
Bong1746,1841,1895,54,N_family
Bong1766,1841,1888,47,N_family
Bong1821,1841,1891,50,N_family
Bong2026,1841,1901,60,N_family
Bong2345,1841,1885,44,N_family
Bong2346,1841,1885,44,N_family
Bong2522,1841,1903,62,N_family
Bong2882,1841,1878,37,N_family
Buk565,1841,1904,63,N_family
Buk1032,1841,1895,54,N_family
Ko729,1841,1863,22,N_family
Ko890,1841,1898,57,N_family
Ko905,1841,1886,45,N_family
Ko928,1841,1894,53,N_family
Ko1037,1841,1894,53,N_family
Bong1843,1842,1886,44,N_family
Bong2263,1842,1898,56,N_family
Bong2294,1842,1882,40,N_family
Bong2399,1842,1896,54,N_family
Bong2561,1842,1902,60,N_family
Bong2568,1842,1902,60,N_family
Bong2968,1842,1888,46,N_family
Buk621,1842,1861,19,N_family
Buk1298,1842,1902,60,N_family
Buk1316,1842,1879,37,N_family
Ko913,1842,1910,68,N_family
Ko965,1842,1879,37,N_family
Ko977,1842,1874,32,N_family
Bong1153,1843,1926,83,N_family
Bong1416,1843,1925,82,N_family
Bong2032,1843,1888,45,N_family
Ko740,1843,1899,56,N_family
Ko802,1843,1887,44,N_family
Ko851,1843,1873,30,N_family
Bong1481,1844,1894,50,N_family
Bong1600,1844,1900,56,N_family
Bong1704,1844,1886,42,N_family
Bong2091,1844,1906,62,N_family
Bong2156,1844,1892,48,N_family
Bong2285,1844,1878,34,N_family
Bong2573,1844,1865,21,N_family
Bong2729,1844,1904,60,N_family
Bong2765,1844,1914,70,N_family
Bong2845,1844,1893,49,N_family
Bong3001,1844,1906,62,N_family
Bong3038,1844,1896,52,N_family
Buk863,1844,1890,46,N_family
Buk959,1844,1888,44,N_family
Buk1273,1844,1895,51,N_family
Buk1503,1844,1911,67,N_family
Ko832,1844,1869,25,N_family
Bong1173,1845,1895,50,N_family
Bong1243,1845,1886,41,N_family
Bong1665,1845,1923,78,N_family
Bong1741,1845,1902,57,N_family
Bong1889,1845,1892,47,N_family
Bong2185,1845,1893,48,N_family
Bong2361,1845,1910,65,N_family
Bong2668,1845,1902,57,N_family
Ko855,1845,1889,44,N_family
Bong1054,1846,1885,39,N_family
Bong1327,1846,1918,72,N_family
Bong1807,1846,1894,48,N_family
Bong1870,1846,1892,46,N_family
Bong1992,1846,1915,69,N_family
Bong2037,1846,1906,60,N_family
Bong2101,1846,1904,58,N_family
Bong2184,1846,1875,29,N_family
Bong2206,1846,1894,48,N_family
Bong2314,1846,1866,20,N_family
Bong2776,1846,1887,41,N_family
Bong2813,1846,1892,46,N_family
Bong2990,1846,1914,68,N_family
Bong3356,1846,1876,30,N_family
Ko730,1846,1895,49,N_family
Ko837,1846,1916,70,N_family
Ko1049,1846,1863,17,N_family
Ko1095,1846,1897,51,N_family
Bong1278,1847,1905,58,N_family
Bong1317,1847,1902,55,N_family
Bong1500,1847,1927,80,N_family
Bong1769,1847,1890,43,N_family
Bong2760,1847,1903,56,N_family
Bong3081,1847,1890,43,N_family
Buk1389,1847,1907,60,N_family
Buk1445,1847,1906,59,N_family
Ko914,1847,1886,39,N_family
Ko954,1847,1899,52,N_family
Ko1041,1847,1889,42,N_family
Bong1929,1848,1883,35,N_family
Bong2716,1848,1908,60,N_family
Ko827,1848,1908,60,N_family
Ko922,1848,1883,35,N_family
Bong1616,1849,1896,47,N_family
Bong2372,1849,1918,69,N_family
Bong3008,1849,1886,37,N_family
Bong3147,1849,1916,67,N_family
Buk881,1849,1898,49,N_family
Buk1317,1849,1865,16,N_family
Buk1454,1849,1918,69,N_family
Ko659,1849,1917,68,N_family
Ko1088,1849,1906,57,N_family
Ko1096,1849,1937,88,N_family
Ko1148,1849,1886,37,N_family
Bong1669,1850,1884,34,N_family
Bong1698,1850,1913,63,N_family
Bong2003,1850,1907,57,N_family
Bong2198,1850,1924,74,N_family
Bong2277,1850,1886,36,N_family
Bong2453,1850,1902,52,N_family
Bong2474,1850,1929,79,N_family
Bong2624,1850,1907,57,N_family
Bong2830,1850,1909,59,N_family
Bong2850,1850,1891,41,N_family
Bong2934,1850,1893,43,N_family
Bong2951,1850,1898,48,N_family
Bong3219,1850,1911,61,N_family
Buk687,1850,1919,69,N_family
Buk868,1850,1873,23,N_family
Ko595,1850,1932,82,N_family
Ko808,1850,1895,45,N_family
Ko908,1850,1907,57,N_family
Bong1093,1851,1896,45,N_family
Bong1429,1851,1908,57,N_family
Bong1622,1851,1898,47,N_family
Bong1915,1851,1912,61,N_family
Bong2217,1851,1898,47,N_family
Bong2477,1851,1908,57,N_family
Bong2960,1851,1879,28,N_family
Buk655,1851,1876,25,N_family
Buk897,1851,1909,58,N_family
Buk1421,1851,1885,34,N_family
Ko804,1851,1881,30,N_family
Ko831,1851,1864,13,N_family
Ko916,1851,1914,63,N_family
Ko929,1851,1926,75,N_family
Bong1157,1852,1891,39,N_family
Bong1407,1852,1906,54,N_family
Bong1530,1852,1881,29,N_family
Bong1603,1852,1890,38,N_family
Bong2465,1852,1891,39,N_family
Bong2499,1852,1894,42,N_family
Bong2858,1852,1924,72,N_family
Bong2896,1852,1887,35,N_family
Ko624,1852,1906,54,N_family
Bong2000,1853,1895,42,N_family
Bong2775,1853,1883,30,N_family
Buk703,1853,1918,65,N_family
Buk960,1853,1885,32,N_family
Ko1050,1853,1909,56,N_family
Bong1226,1854,1874,20,N_family
Bong1333,1854,1917,63,N_family
Bong1606,1854,1903,49,N_family
Bong1691,1854,1917,63,N_family
Bong1783,1854,1886,32,N_family
Bong1837,1854,1885,31,N_family
Bong1848,1854,1878,24,N_family
Bong1934,1854,1908,54,N_family
Bong2308,1854,1928,74,N_family
Bong2686,1854,1935,81,N_family
Bong2700,1854,1914,60,N_family
Bong3009,1854,1925,71,N_family
Buk587,1854,1876,22,N_family
Buk688,1854,1884,30,N_family
Bong1029,1855,1914,59,N_family
Bong1404,1855,1886,31,N_family
Bong1435,1855,1891,36,N_family
Bong1755,1855,1896,41,N_family
Bong2691,1855,1904,49,N_family
Bong2916,1855,1913,58,N_family
Buk1485,1855,1921,66,N_family
Ko971,1855,1874,19,N_family
Ko973,1855,1922,67,N_family
Ko1023,1855,1905,50,N_family
Ko1047,1855,1906,51,N_family
Bong1677,1856,1902,46,N_family
Bong1864,1856,1896,40,N_family
Bong2015,1856,1893,37,N_family
Bong2088,1856,1897,41,N_family
Bong2395,1856,1940,84,N_family
Bong2800,1856,1942,86,N_family
Bong2827,1856,1886,30,N_family
Bong2869,1856,1886,30,N_family
Ko592,1856,1887,31,N_family
Ko1097,1856,1937,81,N_family
Ko1147,1856,1916,60,N_family
Bong1290,1857,1883,26,N_family
Bong1389,1857,1928,71,N_family
Bong1764,1857,1882,25,N_family
Bong2114,1857,1918,61,N_family
Bong2158,1857,1928,71,N_family
Bong2532,1857,1908,51,N_family
Bong2552,1857,1889,32,N_family
Bong2751,1857,1883,26,N_family
Bong3130,1857,1909,52,N_family
Ko906,1857,1877,20,N_family
Bong1098,1858,1884,26,N_family
Bong1507,1858,1895,37,N_family
Bong1984,1858,1889,31,N_family
Bong2122,1858,1881,23,N_family
Bong2183,1858,1881,23,N_family
Bong2489,1858,1894,36,N_family
Bong2502,1858,1937,79,N_family
Bong2513,1858,1894,36,N_family
Bong2517,1858,1907,49,N_family
Bong3119,1858,1907,49,N_family
Bong3268,1858,1905,47,N_family
Buk1327,1858,1922,64,N_family
Ko924,1858,1887,29,N_family
Ko1043,1858,1899,41,N_family
Bong1491,1859,1903,44,N_family
Bong1715,1859,1895,36,N_family
Bong1798,1859,1911,52,N_family
Bong2262,1859,1897,38,N_family
Bong2394,1859,1919,60,N_family
Bong2794,1859,1911,52,N_family
Bong2924,1859,1908,49,N_family
Buk1260,1859,1910,51,N_family
Buk1545,1859,1906,47,N_family
Buk1646,1859,1936,77,N_family
Ko1110,1859,1876,17,N_family
Bong1302,1860,1937,77,N_family
Bong1542,1860,1925,65,N_family
Bong1865,1860,1940,80,N_family
Bong2117,1860,1935,75,N_family
Bong2333,1860,1892,32,N_family
Bong2540,1860,1909,49,N_family
Bong3363,1860,1943,83,N_family
Buk998,1860,1888,28,N_family
Buk1377,1860,1899,39,N_family
Ko967,1860,1907,47,N_family
Ko1091,1860,1907,47,N_family
Bong1092,1861,1902,41,N_family
Bong1375,1861,1895,34,N_family
Bong2468,1861,1910,49,N_family
Bong2494,1861,1925,64,N_family
Bong2525,1861,1930,69,N_family
Bong2602,1861,1944,83,N_family
Bong2870,1861,1942,81,N_family
Buk1492,1861,1914,53,N_family
Ko833,1861,1888,27,N_family
